hotel_id,country,region,resort_type,room_type,hotel_size_rooms,month,is_school_holiday,is_weekend,days_to_christmas,rate_eur_per_night
singita_grumeti,Tanzania,Africa,mountain,Superior Room,34.0,7,1,0,160,5810.0
singita_grumeti,Tanzania,Africa,mountain,Superior Room,34.0,8,1,1,137,6820.0
singita_grumeti,Tanzania,Africa,mountain,Superior Room,34.0,10,0,1,81,4060.0
singita_grumeti,Tanzania,Africa,mountain,Superior Room,34.0,12,1,0,2,10150.0
singita_grumeti,Tanzania,Africa,mountain,Junior Suite,34.0,1,0,0,345,2290.0
singita_grumeti,Tanzania,Africa,mountain,Junior Suite,34.0,2,1,0,315,3050.0
singita_grumeti,Tanzania,Africa,mountain,Junior Suite,34.0,3,0,0,280,2980.0
singita_grumeti,Tanzania,Africa,mountain,Junior Suite,34.0,4,1,0,251,2840.0
singita_grumeti,Tanzania,Africa,mountain,Junior Suite,34.0,5,0,0,229,2390.0
singita_grumeti,Tanzania,Africa,mountain,Junior Suite,34.0,6,0,0,180,4860.0
singita_grumeti,Tanzania,Africa,mountain,Junior Suite,34.0,7,1,0,160,7870.0
singita_grumeti,Tanzania,Africa,mountain,Junior Suite,34.0,8,1,1,137,9780.0
singita_grumeti,Tanzania,Africa,mountain,Junior Suite,34.0,10,0,1,81,6060.0
singita_grumeti,Tanzania,Africa,mountain,Junior Suite,34.0,12,1,0,2,11450.0
singita_grumeti,Tanzania,Africa,mountain,Suite,34.0,1,0,0,345,4160.0
singita_grumeti,Tanzania,Africa,mountain,Suite,34.0,2,1,0,315,4060.0
singita_grumeti,Tanzania,Africa,mountain,Suite,34.0,3,0,0,280,3880.0
singita_grumeti,Tanzania,Africa,mountain,Suite,34.0,4,1,0,251,3820.0
singita_grumeti,Tanzania,Africa,mountain,Suite,34.0,5,0,0,229,4160.0
singita_grumeti,Tanzania,Africa,mountain,Suite,34.0,6,0,0,180,6760.0
singita_grumeti,Tanzania,Africa,mountain,Suite,34.0,7,1,0,160,11540.0
singita_grumeti,Tanzania,Africa,mountain,Suite,34.0,8,1,1,137,12010.0
singita_grumeti,Tanzania,Africa,mountain,Suite,34.0,10,0,1,81,6980.0
singita_grumeti,Tanzania,Africa,mountain,Suite,34.0,12,1,0,2,15320.0
singita_grumeti,Tanzania,Africa,mountain,Grand Suite,34.0,1,0,0,345,5200.0
singita_grumeti,Tanzania,Africa,mountain,Grand Suite,34.0,2,1,0,315,6580.0
singita_grumeti,Tanzania,Africa,mountain,Grand Suite,34.0,3,0,0,280,5170.0
singita_grumeti,Tanzania,Africa,mountain,Grand Suite,34.0,4,1,0,251,5170.0
singita_grumeti,Tanzania,Africa,mountain,Grand Suite,34.0,5,0,0,229,4850.0
singita_grumeti,Tanzania,Africa,mountain,Grand Suite,34.0,6,0,0,180,10840.0
singita_grumeti,Tanzania,Africa,mountain,Grand Suite,34.0,7,1,0,160,16190.0
singita_grumeti,Tanzania,Africa,mountain,Grand Suite,34.0,8,1,1,137,16140.0
singita_grumeti,Tanzania,Africa,mountain,Grand Suite,34.0,10,0,1,81,11070.0
singita_grumeti,Tanzania,Africa,mountain,Grand Suite,34.0,12,1,0,2,25050.0
singita_grumeti,Tanzania,Africa,mountain,Presidential Suite,34.0,1,0,0,345,8410.0
singita_grumeti,Tanzania,Africa,mountain,Presidential Suite,34.0,2,1,0,315,9910.0
singita_grumeti,Tanzania,Africa,mountain,Presidential Suite,34.0,3,0,0,280,7450.0
singita_grumeti,Tanzania,Africa,mountain,Presidential Suite,34.0,4,1,0,251,8620.0
singita_grumeti,Tanzania,Africa,mountain,Presidential Suite,34.0,5,0,0,229,8030.0
singita_grumeti,Tanzania,Africa,mountain,Presidential Suite,34.0,6,0,0,180,15580.0
singita_grumeti,Tanzania,Africa,mountain,Presidential Suite,34.0,7,1,0,160,25590.0
singita_grumeti,Tanzania,Africa,mountain,Presidential Suite,34.0,8,1,1,137,25860.0
singita_grumeti,Tanzania,Africa,mountain,Presidential Suite,34.0,10,0,1,81,18120.0
singita_grumeti,Tanzania,Africa,mountain,Presidential Suite,34.0,12,1,0,2,39270.0
aman_tokyo,Japan,Asia,city,Deluxe Room,84.0,1,0,0,345,810.0
aman_tokyo,Japan,Asia,city,Deluxe Room,84.0,2,1,0,315,2230.0
aman_tokyo,Japan,Asia,city,Deluxe Room,84.0,3,0,0,280,3200.0
aman_tokyo,Japan,Asia,city,Deluxe Room,84.0,4,1,0,251,3000.0
aman_tokyo,Japan,Asia,city,Deluxe Room,84.0,5,0,0,229,1680.0
aman_tokyo,Japan,Asia,city,Deluxe Room,84.0,6,0,0,180,700.0
aman_tokyo,Japan,Asia,city,Deluxe Room,84.0,7,1,0,160,890.0
aman_tokyo,Japan,Asia,city,Deluxe Room,84.0,8,1,1,137,730.0
aman_tokyo,Japan,Asia,city,Deluxe Room,84.0,10,0,1,81,3020.0
aman_tokyo,Japan,Asia,city,Deluxe Room,84.0,12,1,0,2,2680.0
aman_tokyo,Japan,Asia,city,Superior Room,84.0,1,0,0,345,890.0
aman_tokyo,Japan,Asia,city,Superior Room,84.0,2,1,0,315,3120.0
aman_tokyo,Japan,Asia,city,Superior Room,84.0,3,0,0,280,3800.0
aman_tokyo,Japan,Asia,city,Superior Room,84.0,4,1,0,251,3630.0
aman_tokyo,Japan,Asia,city,Superior Room,84.0,5,0,0,229,2430.0
aman_tokyo,Japan,Asia,city,Superior Room,84.0,6,0,0,180,920.0
aman_tokyo,Japan,Asia,city,Superior Room,84.0,7,1,0,160,1000.0
aman_tokyo,Japan,Asia,city,Superior Room,84.0,8,1,1,137,1320.0
aman_tokyo,Japan,Asia,city,Superior Room,84.0,10,0,1,81,4330.0
aman_tokyo,Japan,Asia,city,Superior Room,84.0,12,1,0,2,3740.0
aman_tokyo,Japan,Asia,city,Junior Suite,84.0,1,0,0,345,1360.0
aman_tokyo,Japan,Asia,city,Junior Suite,84.0,2,1,0,315,3630.0
aman_tokyo,Japan,Asia,city,Junior Suite,84.0,3,0,0,280,4940.0
aman_tokyo,Japan,Asia,city,Junior Suite,84.0,4,1,0,251,5280.0
aman_tokyo,Japan,Asia,city,Junior Suite,84.0,5,0,0,229,2970.0
aman_tokyo,Japan,Asia,city,Junior Suite,84.0,6,0,0,180,1260.0
aman_tokyo,Japan,Asia,city,Junior Suite,84.0,7,1,0,160,1560.0
aman_tokyo,Japan,Asia,city,Junior Suite,84.0,8,1,1,137,1740.0
aman_tokyo,Japan,Asia,city,Junior Suite,84.0,10,0,1,81,6160.0
aman_tokyo,Japan,Asia,city,Junior Suite,84.0,12,1,0,2,4240.0
aman_tokyo,Japan,Asia,city,Suite,84.0,1,0,0,345,1870.0
aman_tokyo,Japan,Asia,city,Suite,84.0,2,1,0,315,4850.0
aman_tokyo,Japan,Asia,city,Suite,84.0,3,0,0,280,7100.0
aman_tokyo,Japan,Asia,city,Suite,84.0,4,1,0,251,7160.0
aman_tokyo,Japan,Asia,city,Suite,84.0,5,0,0,229,4070.0
aman_tokyo,Japan,Asia,city,Suite,84.0,6,0,0,180,1740.0
aman_tokyo,Japan,Asia,city,Suite,84.0,7,1,0,160,2190.0
aman_tokyo,Japan,Asia,city,Suite,84.0,8,1,1,137,1740.0
aman_tokyo,Japan,Asia,city,Suite,84.0,10,0,1,81,7340.0
aman_tokyo,Japan,Asia,city,Suite,84.0,12,1,0,2,6470.0
aman_tokyo,Japan,Asia,city,Grand Suite,84.0,1,0,0,345,2460.0
aman_tokyo,Japan,Asia,city,Grand Suite,,2,1,0,315,7430.0
aman_tokyo,Japan,Asia,city,Grand Suite,84.0,3,0,0,280,10790.0
aman_tokyo,Japan,Asia,city,Grand Suite,84.0,4,1,0,251,10810.0
aman_tokyo,Japan,Asia,city,Grand Suite,84.0,5,0,0,229,6630.0
aman_tokyo,Japan,Asia,city,Grand Suite,84.0,6,0,0,180,3060.0
aman_tokyo,Japan,Asia,city,Grand Suite,84.0,7,1,0,160,2430.0
aman_tokyo,Japan,Asia,city,Grand Suite,,8,1,1,137,2890.0
aman_tokyo,Japan,Asia,city,Grand Suite,84.0,10,0,1,81,11070.0
aman_tokyo,Japan,Asia,city,Grand Suite,84.0,12,1,0,2,9760.0
aman_tokyo,Japan,Asia,city,Presidential Suite,84.0,1,0,0,345,4670.0
aman_tokyo,Japan,Asia,city,Presidential Suite,84.0,2,1,0,315,11770.0
aman_tokyo,Japan,Asia,city,Presidential Suite,84.0,3,0,0,280,15870.0
aman_tokyo,Japan,Asia,city,Presidential Suite,84.0,4,1,0,251,16690.0
aman_tokyo,Japan,Asia,city,Presidential Suite,84.0,5,0,0,229,9190.0
aman_tokyo,Japan,Asia,city,Presidential Suite,84.0,6,0,0,180,4200.0
aman_tokyo,Japan,Asia,city,Presidential Suite,84.0,7,1,0,160,4240.0
aman_tokyo,Japan,Asia,city,Presidential Suite,84.0,8,1,1,137,3890.0
aman_tokyo,Japan,Asia,city,Presidential Suite,84.0,10,0,1,81,18160.0
aman_tokyo,Japan,Asia,city,Presidential Suite,84.0,12,1,0,2,12420.0
four_seasons_bora_bora,French Polynesia,Pacific,island,Deluxe Room,100.0,1,0,0,345,1200.0
four_seasons_bora_bora,French Polynesia,Pacific,island,Deluxe Room,100.0,2,1,0,315,1400.0
four_seasons_bora_bora,French Polynesia,Pacific,island,Deluxe Room,100.0,3,0,0,280,1310.0
four_seasons_bora_bora,French Polynesia,Pacific,island,Deluxe Room,100.0,4,1,0,251,1250.0
four_seasons_bora_bora,French Polynesia,Pacific,island,Deluxe Room,100.0,5,0,0,229,1370.0
four_seasons_bora_bora,French Polynesia,Pacific,island,Deluxe Room,100.0,6,0,0,180,2940.0
four_seasons_bora_bora,French Polynesia,Pacific,island,Deluxe Room,100.0,7,1,0,160,5260.0
four_seasons_bora_bora,French Polynesia,Pacific,island,Deluxe Room,100.0,8,1,1,137,6150.0
four_seasons_bora_bora,French Polynesia,Pacific,island,Deluxe Room,100.0,10,0,1,81,1640.0
four_seasons_bora_bora,French Polynesia,Pacific,island,Deluxe Room,100.0,12,1,0,2,8370.0
four_seasons_bora_bora,French Polynesia,Pacific,island,Superior Room,100.0,1,0,0,345,1950.0
four_seasons_bora_bora,French Polynesia,Pacific,island,Superior Room,100.0,2,1,0,315,2300.0
four_seasons_bora_bora,French Polynesia,Pacific,island,Superior Room,100.0,3,0,0,280,1880.0
four_seasons_bora_bora,French Polynesia,Pacific,island,Superior Room,100.0,4,1,0,251,1930.0
four_seasons_bora_bora,French Polynesia,Pacific,island,Superior Room,100.0,5,0,0,229,1520.0
four_seasons_bora_bora,French Polynesia,Pacific,island,Superior Room,100.0,6,0,0,180,4470.0
four_seasons_bora_bora,French Polynesia,Pacific,island,Superior Room,100.0,7,1,0,160,7060.0
four_seasons_bora_bora,French Polynesia,Pacific,island,Superior Room,100.0,8,1,1,137,7770.0
four_seasons_bora_bora,French Polynesia,Pacific,island,Superior Room,100.0,10,0,1,81,2180.0
four_seasons_bora_bora,French Polynesia,Pacific,island,Superior Room,100.0,12,1,0,2,10410.0
four_seasons_bora_bora,French Polynesia,Pacific,island,Junior Suite,100.0,1,0,0,345,2510.0
four_seasons_bora_bora,French Polynesia,Pacific,island,Junior Suite,100.0,2,1,0,315,2480.0
four_seasons_bora_bora,French Polynesia,Pacific,island,Junior Suite,100.0,3,0,0,280,1990.0
four_seasons_bora_bora,French Polynesia,Pacific,island,Junior Suite,100.0,4,1,0,251,2530.0
four_seasons_bora_bora,French Polynesia,Pacific,island,Junior Suite,100.0,5,0,0,229,2320.0
four_seasons_bora_bora,French Polynesia,Pacific,island,Junior Suite,100.0,6,0,0,180,6320.0
four_seasons_bora_bora,French Polynesia,Pacific,island,Junior Suite,100.0,7,1,0,160,9560.0
four_seasons_bora_bora,French Polynesia,Pacific,island,Junior Suite,100.0,8,1,1,137,11170.0
four_seasons_bora_bora,French Polynesia,Pacific,island,Junior Suite,100.0,10,0,1,81,2630.0
four_seasons_bora_bora,French Polynesia,Pacific,island,Junior Suite,100.0,12,1,0,2,14990.0
four_seasons_bora_bora,French Polynesia,Pacific,island,Suite,100.0,1,0,0,345,3620.0
four_seasons_bora_bora,French Polynesia,Pacific,island,Suite,100.0,2,1,0,315,3890.0
four_seasons_bora_bora,French Polynesia,Pacific,island,Suite,100.0,3,0,0,280,3060.0
four_seasons_bora_bora,French Polynesia,Pacific,island,Suite,100.0,4,1,0,251,2740.0
four_seasons_bora_bora,French Polynesia,Pacific,island,Suite,100.0,5,0,0,229,2800.0
four_seasons_bora_bora,French Polynesia,Pacific,island,Suite,100.0,6,0,0,180,8160.0
four_seasons_bora_bora,French Polynesia,Pacific,island,Suite,100.0,7,1,0,160,13760.0
four_seasons_bora_bora,French Polynesia,Pacific,island,Suite,,8,1,1,137,15180.0
four_seasons_bora_bora,French Polynesia,Pacific,island,Suite,100.0,10,0,1,81,3730.0
four_seasons_bora_bora,French Polynesia,Pacific,island,Suite,100.0,12,1,0,2,16460.0
four_seasons_bora_bora,French Polynesia,Pacific,island,Grand Suite,100.0,1,0,0,345,4830.0
four_seasons_bora_bora,French Polynesia,Pacific,island,Grand Suite,100.0,2,1,0,315,5700.0
four_seasons_bora_bora,French Polynesia,Pacific,island,Grand Suite,100.0,3,0,0,280,4680.0
four_seasons_bora_bora,French Polynesia,Pacific,island,Grand Suite,100.0,4,1,0,251,4920.0
four_seasons_bora_bora,French Polynesia,Pacific,island,Grand Suite,100.0,5,0,0,229,3960.0
four_seasons_bora_bora,French Polynesia,Pacific,island,Grand Suite,100.0,6,0,0,180,11230.0
four_seasons_bora_bora,French Polynesia,Pacific,island,Grand Suite,100.0,7,1,0,160,20770.0
four_seasons_bora_bora,French Polynesia,Pacific,island,Grand Suite,100.0,8,1,1,137,20840.0
four_seasons_bora_bora,French Polynesia,Pacific,island,Grand Suite,100.0,10,0,1,81,5450.0
four_seasons_bora_bora,French Polynesia,Pacific,island,Grand Suite,100.0,12,1,0,2,28640.0
four_seasons_bora_bora,French Polynesia,Pacific,island,Presidential Suite,100.0,1,0,0,345,7110.0
four_seasons_bora_bora,French Polynesia,Pacific,island,Presidential Suite,100.0,2,1,0,315,7640.0
four_seasons_bora_bora,French Polynesia,Pacific,island,Presidential Suite,100.0,3,0,0,280,7760.0
four_seasons_bora_bora,French Polynesia,Pacific,island,Presidential Suite,100.0,4,1,0,251,6230.0
four_seasons_bora_bora,French Polynesia,Pacific,island,Presidential Suite,100.0,5,0,0,229,6010.0
four_seasons_bora_bora,French Polynesia,Pacific,island,Presidential Suite,100.0,6,0,0,180,16480.0
four_seasons_bora_bora,French Polynesia,Pacific,island,Presidential Suite,100.0,7,1,0,160,29840.0
four_seasons_bora_bora,French Polynesia,Pacific,island,Presidential Suite,100.0,8,1,1,137,33390.0
four_seasons_bora_bora,French Polynesia,Pacific,island,Presidential Suite,100.0,10,0,1,81,6850.0
four_seasons_bora_bora,French Polynesia,Pacific,island,Presidential Suite,100.0,12,1,0,2,39050.0
singita_ebony_lodge,South Africa,Africa,mountain,Deluxe Room,12.0,1,0,0,345,1540.0
singita_ebony_lodge,South Africa,Africa,mountain,Deluxe Room,12.0,2,1,0,315,1680.0
singita_ebony_lodge,South Africa,Africa,mountain,Deluxe Room,12.0,3,0,0,280,1280.0
singita_ebony_lodge,South Africa,Africa,mountain,Deluxe Room,12.0,4,1,0,251,1500.0
singita_ebony_lodge,South Africa,Africa,mountain,Deluxe Room,12.0,5,0,0,229,2660.0
singita_ebony_lodge,South Africa,Africa,mountain,Deluxe Room,12.0,6,0,0,180,3890.0
singita_ebony_lodge,South Africa,Africa,mountain,Deluxe Room,12.0,7,1,0,160,4090.0
singita_ebony_lodge,South Africa,Africa,mountain,Deluxe Room,12.0,8,1,1,137,4010.0
singita_ebony_lodge,South Africa,Africa,mountain,Deluxe Room,12.0,10,0,1,81,1200.0
singita_ebony_lodge,South Africa,Africa,mountain,Deluxe Room,12.0,12,1,0,2,6050.0
singita_ebony_lodge,South Africa,Africa,mountain,Superior Room,12.0,1,0,0,345,1690.0
singita_ebony_lodge,South Africa,Africa,mountain,Superior Room,12.0,2,1,0,315,2400.0
singita_ebony_lodge,South Africa,Africa,mountain,Superior Room,12.0,3,0,0,280,1750.0
singita_ebony_lodge,South Africa,Africa,mountain,Superior Room,12.0,4,1,0,251,1610.0
singita_ebony_lodge,South Africa,Africa,mountain,Superior Room,12.0,5,0,0,229,3750.0
singita_ebony_lodge,South Africa,Africa,mountain,Superior Room,12.0,6,0,0,180,5170.0
singita_ebony_lodge,South Africa,Africa,mountain,Superior Room,12.0,7,1,0,160,5270.0
singita_ebony_lodge,South Africa,Africa,mountain,Superior Room,12.0,8,1,1,137,6300.0
singita_ebony_lodge,South Africa,Africa,mountain,Superior Room,12.0,10,0,1,81,1990.0
singita_ebony_lodge,South Africa,Africa,mountain,Superior Room,12.0,12,1,0,2,7820.0
singita_ebony_lodge,South Africa,Africa,mountain,Junior Suite,12.0,1,0,0,345,2140.0
singita_ebony_lodge,South Africa,Africa,mountain,Junior Suite,12.0,2,1,0,315,2470.0
singita_ebony_lodge,South Africa,Africa,mountain,Junior Suite,12.0,3,0,0,280,2600.0
singita_ebony_lodge,South Africa,Africa,mountain,Junior Suite,12.0,4,1,0,251,2170.0
singita_ebony_lodge,South Africa,Africa,mountain,Junior Suite,12.0,5,0,0,229,4720.0
singita_ebony_lodge,South Africa,Africa,mountain,Junior Suite,12.0,6,0,0,180,7780.0
singita_ebony_lodge,South Africa,Africa,mountain,Junior Suite,12.0,7,1,0,160,7770.0
singita_ebony_lodge,South Africa,Africa,mountain,Junior Suite,12.0,8,1,1,137,7720.0
singita_ebony_lodge,South Africa,Africa,mountain,Junior Suite,12.0,10,0,1,81,2900.0
singita_ebony_lodge,South Africa,Africa,mountain,Junior Suite,12.0,12,1,0,2,12270.0
singita_ebony_lodge,South Africa,Africa,mountain,Suite,12.0,1,0,0,345,3480.0
singita_ebony_lodge,South Africa,Africa,mountain,Suite,12.0,2,1,0,315,3400.0
singita_ebony_lodge,South Africa,Africa,mountain,Suite,12.0,3,0,0,280,2790.0
singita_ebony_lodge,South Africa,Africa,mountain,Suite,12.0,4,1,0,251,3350.0
singita_ebony_lodge,South Africa,Africa,mountain,Suite,12.0,5,0,0,229,7000.0
singita_ebony_lodge,South Africa,Africa,mountain,Suite,12.0,6,0,0,180,10110.0
singita_ebony_lodge,South Africa,Africa,mountain,Suite,12.0,7,1,0,160,9940.0
singita_ebony_lodge,South Africa,Africa,mountain,Suite,12.0,8,1,1,137,10030.0
singita_ebony_lodge,South Africa,Africa,mountain,Suite,12.0,10,0,1,81,2880.0
singita_ebony_lodge,South Africa,Africa,mountain,Suite,12.0,12,1,0,2,12630.0
singita_ebony_lodge,South Africa,Africa,mountain,Grand Suite,,1,0,0,345,4590.0
singita_ebony_lodge,South Africa,Africa,mountain,Grand Suite,12.0,2,1,0,315,5370.0
singita_ebony_lodge,South Africa,Africa,mountain,Grand Suite,12.0,3,0,0,280,3990.0
singita_ebony_lodge,South Africa,Africa,mountain,Grand Suite,12.0,4,1,0,251,4080.0
singita_ebony_lodge,South Africa,Africa,mountain,Grand Suite,12.0,5,0,0,229,9080.0
singita_ebony_lodge,South Africa,Africa,mountain,Grand Suite,12.0,6,0,0,180,13410.0
singita_ebony_lodge,South Africa,Africa,mountain,Grand Suite,12.0,7,1,0,160,15280.0
singita_ebony_lodge,South Africa,Africa,mountain,Grand Suite,12.0,8,1,1,137,14550.0
singita_ebony_lodge,South Africa,Africa,mountain,Grand Suite,12.0,10,0,1,81,4770.0
singita_ebony_lodge,South Africa,Africa,mountain,Grand Suite,12.0,12,1,0,2,17650.0
singita_ebony_lodge,South Africa,Africa,mountain,Presidential Suite,12.0,1,0,0,345,7710.0
singita_ebony_lodge,South Africa,Africa,mountain,Presidential Suite,12.0,2,1,0,315,6850.0
singita_ebony_lodge,South Africa,Africa,mountain,Presidential Suite,12.0,3,0,0,280,6890.0
singita_ebony_lodge,South Africa,Africa,mountain,Presidential Suite,12.0,4,1,0,251,6550.0
singita_ebony_lodge,South Africa,Africa,mountain,Presidential Suite,12.0,5,0,0,229,13630.0
singita_ebony_lodge,South Africa,Africa,mountain,Presidential Suite,12.0,6,0,0,180,23070.0
singita_ebony_lodge,South Africa,Africa,mountain,Presidential Suite,12.0,7,1,0,160,23330.0
singita_ebony_lodge,South Africa,Africa,mountain,Presidential Suite,12.0,8,1,1,137,21890.0
singita_ebony_lodge,South Africa,Africa,mountain,Presidential Suite,12.0,10,0,1,81,6760.0
singita_ebony_lodge,South Africa,Africa,mountain,Presidential Suite,12.0,12,1,0,2,30980.0
eden_rock_st_barths,St Barthélemy,Caribbean,island,Deluxe Room,37.0,1,0,0,345,5020.0
eden_rock_st_barths,St Barthélemy,Caribbean,island,Deluxe Room,37.0,2,1,0,315,6250.0
eden_rock_st_barths,St Barthélemy,Caribbean,island,Deluxe Room,37.0,3,0,0,280,2970.0
eden_rock_st_barths,St Barthélemy,Caribbean,island,Deluxe Room,,4,1,0,251,1110.0
eden_rock_st_barths,St Barthélemy,Caribbean,island,Deluxe Room,37.0,5,0,0,229,930.0
eden_rock_st_barths,St Barthélemy,Caribbean,island,Deluxe Room,37.0,6,0,0,180,900.0
eden_rock_st_barths,St Barthélemy,Caribbean,island,Deluxe Room,37.0,7,1,0,160,930.0
eden_rock_st_barths,St Barthélemy,Caribbean,island,Deluxe Room,37.0,8,1,1,137,1220.0
eden_rock_st_barths,St Barthélemy,Caribbean,island,Deluxe Room,37.0,10,0,1,81,970.0
eden_rock_st_barths,St Barthélemy,Caribbean,island,Deluxe Room,37.0,12,1,0,2,7130.0
eden_rock_st_barths,St Barthélemy,Caribbean,island,Superior Room,37.0,1,0,0,345,6410.0
eden_rock_st_barths,St Barthélemy,Caribbean,island,Superior Room,37.0,2,1,0,315,8150.0
eden_rock_st_barths,St Barthélemy,Caribbean,island,Superior Room,37.0,3,0,0,280,4180.0
eden_rock_st_barths,St Barthélemy,Caribbean,island,Superior Room,37.0,4,1,0,251,1150.0
eden_rock_st_barths,St Barthélemy,Caribbean,island,Superior Room,37.0,5,0,0,229,1510.0
eden_rock_st_barths,St Barthélemy,Caribbean,island,Superior Room,37.0,6,0,0,180,1410.0
eden_rock_st_barths,St Barthélemy,Caribbean,island,Superior Room,37.0,7,1,0,160,1210.0
eden_rock_st_barths,St Barthélemy,Caribbean,island,Superior Room,37.0,8,1,1,137,1610.0
eden_rock_st_barths,St Barthélemy,Caribbean,island,Superior Room,37.0,10,0,1,81,1370.0
eden_rock_st_barths,St Barthélemy,Caribbean,island,Superior Room,37.0,12,1,0,2,9920.0
eden_rock_st_barths,St Barthélemy,Caribbean,island,Junior Suite,37.0,1,0,0,345,9980.0
eden_rock_st_barths,St Barthélemy,Caribbean,island,Junior Suite,37.0,2,1,0,315,10810.0
eden_rock_st_barths,St Barthélemy,Caribbean,island,Junior Suite,37.0,3,0,0,280,5040.0
eden_rock_st_barths,St Barthélemy,Caribbean,island,Junior Suite,37.0,4,1,0,251,2000.0
eden_rock_st_barths,St Barthélemy,Caribbean,island,Junior Suite,37.0,5,0,0,229,1890.0
eden_rock_st_barths,St Barthélemy,Caribbean,island,Junior Suite,37.0,6,0,0,180,1660.0
eden_rock_st_barths,St Barthélemy,Caribbean,island,Junior Suite,37.0,7,1,0,160,1780.0
eden_rock_st_barths,St Barthélemy,Caribbean,island,Junior Suite,37.0,8,1,1,137,1780.0
eden_rock_st_barths,St Barthélemy,Caribbean,island,Junior Suite,37.0,10,0,1,81,1640.0
eden_rock_st_barths,St Barthélemy,Caribbean,island,Junior Suite,37.0,12,1,0,2,11100.0
eden_rock_st_barths,St Barthélemy,Caribbean,island,Suite,37.0,1,0,0,345,13040.0
eden_rock_st_barths,St Barthélemy,Caribbean,island,Suite,37.0,2,1,0,315,15740.0
eden_rock_st_barths,St Barthélemy,Caribbean,island,Suite,37.0,3,0,0,280,6910.0
eden_rock_st_barths,St Barthélemy,Caribbean,island,Suite,37.0,4,1,0,251,2820.0
eden_rock_st_barths,St Barthélemy,Caribbean,island,Suite,37.0,5,0,0,229,2580.0
eden_rock_st_barths,St Barthélemy,Caribbean,island,Suite,37.0,6,0,0,180,2210.0
eden_rock_st_barths,St Barthélemy,Caribbean,island,Suite,37.0,7,1,0,160,2230.0
eden_rock_st_barths,St Barthélemy,Caribbean,island,Suite,37.0,8,1,1,137,2770.0
eden_rock_st_barths,St Barthélemy,Caribbean,island,Suite,37.0,10,0,1,81,2760.0
eden_rock_st_barths,St Barthélemy,Caribbean,island,Suite,37.0,12,1,0,2,14670.0
eden_rock_st_barths,St Barthélemy,Caribbean,island,Grand Suite,37.0,1,0,0,345,19990.0
eden_rock_st_barths,St Barthélemy,Caribbean,island,Grand Suite,37.0,2,1,0,315,20710.0
eden_rock_st_barths,St Barthélemy,Caribbean,island,Grand Suite,37.0,3,0,0,280,11350.0
eden_rock_st_barths,St Barthélemy,Caribbean,island,Grand Suite,37.0,4,1,0,251,4100.0
eden_rock_st_barths,St Barthélemy,Caribbean,island,Grand Suite,37.0,5,0,0,229,3700.0
eden_rock_st_barths,St Barthélemy,Caribbean,island,Grand Suite,37.0,6,0,0,180,3800.0
eden_rock_st_barths,St Barthélemy,Caribbean,island,Grand Suite,37.0,7,1,0,160,3400.0
eden_rock_st_barths,St Barthélemy,Caribbean,island,Grand Suite,37.0,8,1,1,137,3360.0
eden_rock_st_barths,St Barthélemy,Caribbean,island,Grand Suite,37.0,10,0,1,81,3680.0
eden_rock_st_barths,St Barthélemy,Caribbean,island,Grand Suite,,12,1,0,2,25360.0
eden_rock_st_barths,St Barthélemy,Caribbean,island,Presidential Suite,,1,0,0,345,27560.0
eden_rock_st_barths,St Barthélemy,Caribbean,island,Presidential Suite,37.0,2,1,0,315,31500.0
eden_rock_st_barths,St Barthélemy,Caribbean,island,Presidential Suite,37.0,3,0,0,280,14750.0
eden_rock_st_barths,St Barthélemy,Caribbean,island,Presidential Suite,37.0,4,1,0,251,5620.0
eden_rock_st_barths,St Barthélemy,Caribbean,island,Presidential Suite,37.0,5,0,0,229,5530.0
eden_rock_st_barths,St Barthélemy,Caribbean,island,Presidential Suite,37.0,6,0,0,180,5260.0
eden_rock_st_barths,St Barthélemy,Caribbean,island,Presidential Suite,37.0,7,1,0,160,5740.0
eden_rock_st_barths,St Barthélemy,Caribbean,island,Presidential Suite,37.0,8,1,1,137,6230.0
eden_rock_st_barths,St Barthélemy,Caribbean,island,Presidential Suite,37.0,10,0,1,81,6460.0
eden_rock_st_barths,St Barthélemy,Caribbean,island,Presidential Suite,37.0,12,1,0,2,38690.0
aman_venice,Italy,Europe,city,Deluxe Room,24.0,1,0,0,345,960.0
aman_venice,Italy,Europe,city,Deluxe Room,24.0,2,1,0,315,1470.0
aman_venice,Italy,Europe,city,Deluxe Room,24.0,3,0,0,280,2330.0
aman_venice,Italy,Europe,city,Deluxe Room,24.0,4,1,0,251,3490.0
aman_venice,Italy,Europe,city,Deluxe Room,24.0,5,0,0,229,4100.0
aman_venice,Italy,Europe,city,Deluxe Room,24.0,6,0,0,180,2320.0
aman_venice,Italy,Europe,city,Deluxe Room,24.0,7,1,0,160,1210.0
aman_venice,Italy,Europe,city,Deluxe Room,24.0,8,1,1,137,2410.0
aman_venice,Italy,Europe,city,Deluxe Room,24.0,10,0,1,81,3710.0
aman_venice,Italy,Europe,city,Deluxe Room,24.0,12,1,0,2,2000.0
aman_venice,Italy,Europe,city,Superior Room,24.0,1,0,0,345,1350.0
aman_venice,Italy,Europe,city,Superior Room,24.0,2,1,0,315,1780.0
aman_venice,Italy,Europe,city,Superior Room,24.0,3,0,0,280,3330.0
aman_venice,Italy,Europe,city,Superior Room,24.0,4,1,0,251,4820.0
